policy_id,product,segment,region,period,active_policies,earned_exposure_units
P00075,Commercial,Construction,South,2026-09,1,2.1681
P00076,Commercial,Construction,South,2026-09,1,2.1681
P00077,Commercial,Construction,South,2026-09,1,2.1681
P00078,Commercial,Construction,South,2026-09,1,2.1681
P00079,Commercial,Construction,South,2026-09,1,2.1681
P00080,Commercial,Construction,South,2026-09,1,2.1681
P00081,Commercial,Construction,South,2026-09,1,2.1681
P00082,Commercial,Construction,South,2026-09,1,2.1681
P00083,Commercial,Construction,South,2026-09,1,2.1681
P00084,Commercial,Construction,South,2026-09,1,2.1681
P00085,Commercial,Construction,South,2026-09,1,2.1681
P00086,Commercial,Construction,South,2026-09,1,2.1681
P00087,Commercial,Construction,South,2026-09,1,2.1681
P00088,Commercial,Construction,South,2026-09,1,2.1681
P00089,Commercial,Construction,South,2026-09,1,2.1681
P00090,Commercial,Construction,South,2026-09,1,2.1681
P00091,Commercial,Construction,South,2026-09,1,2.1681
P00092,Commercial,Construction,South,2026-09,1,2.1681
P00093,Commercial,Construction,South,2026-09,1,2.1681
P00094,Commercial,Construction,South,2026-09,1,2.1681
P00095,Commercial,Construction,South,2026-09,1,2.1681
P00096,Commercial,Construction,South,2026-09,1,2.1681
P00097,Commercial,Construction,South,2026-09,1,2.1681
P00098,Commercial,Construction,South,2026-09,1,2.1681
P00099,Commercial,Construction,South,2026-09,1,2.1681
P00100,Commercial,Construction,South,2026-09,1,2.1681
P00101,Commercial,Construction,South,2026-09,1,2.1681
P00102,Commercial,Construction,South,2026-09,1,2.1681
P00103,Commercial,Construction,South,2026-09,1,2.1681
P00104,Commercial,Construction,South,2026-09,1,2.1681
P00105,Commercial,Construction,South,2026-09,1,2.1681
P00106,Commercial,Construction,South,2026-09,1,2.1681
P00107,Commercial,Construction,South,2026-09,1,2.1681
P00108,Commercial,Construction,South,2026-09,1,2.1681
P00109,Commercial,Construction,South,2026-09,1,2.1681
P00110,Commercial,Construction,South,2026-09,1,2.1681
P00111,Commercial,Construction,South,2026-09,1,2.1681
P00112,Commercial,Construction,South,2026-09,1,2.1681
P00113,Commercial,Construction,South,2026-09,1,2.1681
P00114,Commercial,Construction,South,2026-09,1,2.1681
P00115,Commercial,Construction,South,2026-09,1,2.1681
P00116,Commercial,Construction,South,2026-09,1,2.1681
P00117,Commercial,Construction,South,2026-09,1,2.1681
P00118,Commercial,Construction,South,2026-09,1,2.1681
P00119,Commercial,Construction,South,2026-09,1,2.1681
P00120,Commercial,Construction,South,2026-09,1,2.1681
P00121,Commercial,Construction,South,2026-09,1,2.1681
P00122,Commercial,Construction,South,2026-09,1,2.1681
P00123,Commercial,Construction,South,2026-09,1,2.1681
P00124,Commercial,Construction,South,2026-09,1,2.1681
P00125,Commercial,Construction,South,2026-09,1,2.1681
P00126,Commercial,Construction,South,2026-09,1,2.1681
P00127,Commercial,Construction,South,2026-09,1,2.1681
P00128,Commercial,Construction,South,2026-09,1,2.1681
P00129,Commercial,Construction,South,2026-09,1,2.1681
P00130,Commercial,Construction,South,2026-09,1,2.1681
P00131,Commercial,Construction,South,2026-09,1,2.1681
P00132,Commercial,Construction,South,2026-09,1,2.1681
P00133,Commercial,Construction,South,2026-09,1,2.1681
P00134,Commercial,Construction,South,2026-09,1,2.1681
P00135,Commercial,Construction,South,2026-09,1,2.1681
P00136,Commercial,Construction,South,2026-09,1,2.1681
P00137,Commercial,Construction,South,2026-09,1,2.1681
P00138,Commercial,Construction,South,2026-09,1,2.1681
P00139,Commercial,Construction,South,2026-09,1,2.1681
P00140,Commercial,Construction,South,2026-09,1,2.1681
P00141,Commercial,Construction,South,2026-09,1,2.1681
P00142,Commercial,Construction,South,2026-09,1,2.1681
P00143,Commercial,Construction,South,2026-09,1,2.1681
P00144,Commercial,Construction,South,2026-09,1,2.1681
P00145,Commercial,Construction,South,2026-09,1,2.1681
P00146,Commercial,Construction,South,2026-09,1,2.1681
P00147,Commercial,Construction,South,2026-09,1,2.1681
P00148,Commercial,Construction,South,2026-09,1,2.1681
P00149,Commercial,Construction,South,2026-09,1,2.1681
P00150,Commercial,Construction,South,2026-09,1,2.1681
P00151,Commercial,Construction,South,2026-09,1,2.1681
P00152,Commercial,Construction,South,2026-09,1,2.1681
P00153,Commercial,Construction,South,2026-09,1,2.1681
P00154,Commercial,Construction,South,2026-09,1,2.1681
P00155,Commercial,Construction,South,2026-09,1,2.1681
P00156,Commercial,Construction,South,2026-09,1,2.1681
P00157,Commercial,Construction,South,2026-09,1,2.1681
P00158,Commercial,Construction,South,2026-09,1,2.1681
P00159,Commercial,Construction,South,2026-09,1,2.1681
P00160,Commercial,Construction,South,2026-09,1,2.1681
P00161,Commercial,Construction,South,2026-09,1,2.1681
P00162,Commercial,Construction,South,2026-09,1,2.1681
P00163,Commercial,Construction,South,2026-09,1,2.1681
P00164,Commercial,Construction,South,2026-09,1,2.1681
P00165,Commercial,Construction,South,2026-09,1,2.1681
P00166,Commercial,Construction,South,2026-09,1,2.1681
P00167,Commercial,Construction,South,2026-09,1,2.1681
P00168,Commercial,Construction,South,2026-09,1,2.1681
P00169,Commercial,Construction,South,2026-09,1,2.1681
P00170,Commercial,Construction,South,2026-09,1,2.1681
P00171,Commercial,Construction,South,2026-09,1,2.1681
P00172,Commercial,Construction,South,2026-09,1,2.1681
P00173,Commercial,Construction,South,2026-09,1,2.1681
P00174,Commercial,Construction,South,2026-09,1,2.1681
P00175,Commercial,Construction,South,2026-09,1,2.1681
P00176,Commercial,Construction,South,2026-09,1,2.1681
P00177,Commercial,Construction,South,2026-09,1,2.1681
P00178,Commercial,Construction,South,2026-09,1,2.1681
P00179,Commercial,Construction,South,2026-09,1,2.1681
P00180,Commercial,Construction,South,2026-09,1,2.1681
P00181,Commercial,Construction,South,2026-09,1,2.1681
P00182,Commercial,Construction,South,2026-09,1,2.1681
P00183,Commercial,Construction,South,2026-09,1,2.1681
P00184,Commercial,Construction,South,2026-09,1,2.1681
P00185,Commercial,Construction,South,2026-09,1,2.1681
P00186,Commercial,Construction,South,2026-09,1,2.1681
P00187,Commercial,Construction,South,2026-09,1,2.1681
P00188,Commercial,Construction,South,2026-09,1,2.1681
P00189,Commercial,Construction,South,2026-09,1,2.1681
P00190,Commercial,Construction,South,2026-09,1,2.1681
P00191,Commercial,Construction,South,2026-09,1,2.1681
P00192,Commercial,Construction,South,2026-09,1,2.1681
P00193,Commercial,Construction,South,2026-09,1,2.1681
P00194,Commercial,Construction,South,2026-09,1,2.1681
P00195,Commercial,Construction,South,2026-09,1,2.1681
P00196,Commercial,Construction,South,2026-09,1,2.1681
P00197,Commercial,Construction,South,2026-09,1,2.1681
P00198,Commercial,Construction,South,2026-09,1,2.1681
P00199,Commercial,Construction,South,2026-09,1,2.1681
P00200,Commercial,Construction,South,2026-09,1,2.1681
P00201,Commercial,Construction,South,2026-09,1,2.1681
P00202,Commercial,Construction,South,2026-09,1,2.1681
P00203,Commercial,Construction,South,2026-09,1,2.1681
P00204,Commercial,Construction,South,2026-09,1,2.1681
P00205,Commercial,Construction,South,2026-09,1,2.1681
P00206,Commercial,Construction,South,2026-09,1,2.1681
P00207,Commercial,Construction,South,2026-09,1,2.1681
P00208,Commercial,Construction,South,2026-09,1,2.1681
P00209,Commercial,Construction,South,2026-09,1,2.1681
P00210,Commercial,Construction,South,2026-09,1,2.1681
P00211,Commercial,Construction,South,2026-09,1,2.1681
P00212,Commercial,Construction,South,2026-09,1,2.1681
P00213,Commercial,Construction,South,2026-09,1,2.1681
P00214,Commercial,Construction,South,2026-09,1,2.1681
P00215,Commercial,Construction,South,2026-09,1,2.1681
P00216,Commercial,Construction,South,2026-09,1,2.1681
P00217,Commercial,Construction,South,2026-09,1,2.1681
P00218,Commercial,Construction,South,2026-09,1,2.1681
P00219,Commercial,Construction,South,2026-09,1,2.1681
P00220,Commercial,Construction,South,2026-09,1,2.1681
P00221,Commercial,Construction,South,2026-09,1,2.1681
P00222,Commercial,Construction,South,2026-09,1,2.1681
P00223,Commercial,Construction,South,2026-09,1,2.1681
P00224,Commercial,Construction,South,2026-09,1,2.1681
P00225,Commercial,Construction,South,2026-09,1,2.1681
P00226,Commercial,Construction,South,2026-09,1,2.1681
P00227,Commercial,Construction,South,2026-09,1,2.1681
P00228,Commercial,Construction,South,2026-09,1,2.1681
P00229,Commercial,Construction,South,2026-09,1,2.1681
P00230,Commercial,Construction,South,2026-09,1,2.1681
P00231,Commercial,Construction,South,2026-09,1,2.1681
P00232,Commercial,Construction,South,2026-09,1,2.1681
P00233,Commercial,Construction,South,2026-09,1,2.1681
P00234,Commercial,Construction,South,2026-09,1,2.1681
P00235,Commercial,Construction,South,2026-09,1,2.1681
P00236,Commercial,Construction,South,2026-09,1,2.1681
P00237,Commercial,Construction,South,2026-09,1,2.1681
P00238,Commercial,Construction,South,2026-09,1,2.1681
P00239,Commercial,Construction,South,2026-09,1,2.1681
P00240,Commercial,Construction,South,2026-09,1,2.1681
P00241,Commercial,Construction,South,2026-09,1,2.1681
P00242,Commercial,Construction,South,2026-09,1,2.1681
P00243,Commercial,Construction,South,2026-09,1,2.1681
P00244,Commercial,Construction,South,2026-09,1,2.1681
P00245,Commercial,Construction,South,2026-09,1,2.1681
P00246,Commercial,Construction,South,2026-09,1,2.1681
P00247,Commercial,Construction,South,2026-09,1,2.1681
P00248,Commercial,Construction,South,2026-09,1,2.1681
P00249,Commercial,Construction,South,2026-09,1,2.1681
P00250,Commercial,Construction,South,2026-09,1,2.1681
P00251,Commercial,Construction,South,2026-09,1,2.1681
P00252,Commercial,Construction,South,2026-09,1,2.1681
P00253,Commercial,Construction,South,2026-09,1,2.1681
P00254,Commercial,Construction,South,2026-09,1,2.1681
P00255,Commercial,Construction,South,2026-09,1,2.1681
P00256,Commercial,Construction,South,2026-09,1,2.1681
P00257,Commercial,Construction,South,2026-09,1,2.1681
P00258,Commercial,Construction,South,2026-09,1,2.1681
P00259,Commercial,Construction,South,2026-09,1,2.1681
P00260,Commercial,Construction,South,2026-09,1,2.1681
P00261,Commercial,Construction,South,2026-09,1,2.1681
P00262,Commercial,Construction,South,2026-09,1,2.1681
P00263,Commercial,Construction,South,2026-09,1,2.1681
P00264,Commercial,Construction,South,2026-09,1,2.1681
P00265,Commercial,Construction,South,2026-09,1,2.1681
P00266,Commercial,Construction,South,2026-09,1,2.1681
P00267,Commercial,Construction,South,2026-09,1,2.1681
P00268,Commercial,Construction,South,2026-09,1,2.1681
P00269,Commercial,Construction,South,2026-09,1,2.1681
P00270,Commercial,Construction,South,2026-09,1,2.1681
P00271,Commercial,Construction,South,2026-09,1,2.1681
P00272,Commercial,Construction,South,2026-09,1,2.1681
P00273,Commercial,Construction,South,2026-09,1,2.1681
P00274,Commercial,Construction,South,2026-09,1,2.1681
P00275,Commercial,Construction,South,2026-09,1,2.1681
P00276,Commercial,Construction,South,2026-09,1,2.1681
P00277,Commercial,Construction,South,2026-09,1,2.1681
P00278,Commercial,Construction,South,2026-09,1,2.1681
P00279,Commercial,Construction,South,2026-09,1,2.1681
P00280,Commercial,Construction,South,2026-09,1,2.1681
P00281,Commercial,Construction,South,2026-09,1,2.1681
P00282,Commercial,Construction,South,2026-09,1,2.1681
P00283,Commercial,Construction,South,2026-09,1,2.1681
P00284,Commercial,Construction,South,2026-09,1,2.1681
P00285,Commercial,Construction,South,2026-09,1,2.1681
P00286,Commercial,Construction,South,2026-09,1,2.1681
P00287,Commercial,Construction,South,2026-09,1,2.1681
P00288,Commercial,Construction,South,2026-09,1,2.1681
P00289,Commercial,Construction,South,2026-09,1,2.1681
P00290,Commercial,Construction,South,2026-09,1,2.1681
P00291,Commercial,Construction,South,2026-09,1,2.1681
P00292,Commercial,Construction,South,2026-09,1,2.1681
P00293,Commercial,Construction,South,2026-09,1,2.1681
P00294,Commercial,Construction,South,2026-09,1,2.1681
P00295,Commercial,Construction,South,2026-09,1,2.1681
P00296,Commercial,Construction,South,2026-09,1,2.1681
P00297,Commercial,Construction,South,2026-09,1,2.1681
P00298,Commercial,Construction,South,2026-09,1,2.1681
P00299,Commercial,Construction,South,2026-09,1,2.1681
P00300,Commercial,Construction,South,2026-09,1,2.1681
P00301,Commercial,Construction,South,2026-09,1,2.1681
P00302,Commercial,Construction,South,2026-09,1,2.1681
P00303,Commercial,Construction,South,2026-09,1,2.1681
P00304,Commercial,Construction,South,2026-09,1,2.1681
P00305,Commercial,Construction,South,2026-09,1,2.1681
P00306,Commercial,Construction,South,2026-09,1,2.1681
P00307,Commercial,Construction,South,2026-09,1,2.1681
P00308,Commercial,Construction,South,2026-09,1,2.1681
P00309,Commercial,Construction,South,2026-09,1,2.1681
P00310,Commercial,Construction,South,2026-09,1,2.1681
P00311,Commercial,Construction,South,2026-09,1,2.1681
P00312,Commercial,Construction,South,2026-09,1,2.1681
P00313,Commercial,Construction,South,2026-09,1,2.1681
P00314,Commercial,Construction,South,2026-09,1,2.1681
P00315,Commercial,Construction,South,2026-09,1,2.1681
P00316,Commercial,Construction,South,2026-09,1,2.1681
P00317,Commercial,Construction,South,2026-09,1,2.1681
P00318,Commercial,Construction,South,2026-09,1,2.1681
P00319,Commercial,Construction,South,2026-09,1,2.1681
P00320,Commercial,Construction,South,2026-09,1,2.1681
P00321,Commercial,Construction,South,2026-09,1,2.1681
P00322,Commercial,Construction,South,2026-09,1,2.1681
P00323,Commercial,Construction,South,2026-09,1,2.1681
P00324,Commercial,Construction,South,2026-09,1,2.1681
P00325,Commercial,Construction,South,2026-09,1,2.1681
P00326,Commercial,Construction,South,2026-09,1,2.1681
P00327,Commercial,Construction,South,2026-09,1,2.1681
P00328,Commercial,Construction,South,2026-09,1,2.1681
P00329,Commercial,Construction,South,2026-09,1,2.1681
P00330,Commercial,Construction,South,2026-09,1,2.1681
P00331,Commercial,Construction,South,2026-09,1,2.1681
P00332,Commercial,Construction,South,2026-09,1,2.1681
P00333,Commercial,Construction,South,2026-09,1,2.1681
P00334,Commercial,Construction,South,2026-09,1,2.1681
P00335,Commercial,Construction,South,2026-09,1,2.1681
P00336,Commercial,Construction,South,2026-09,1,2.1681
P00337,Commercial,Construction,South,2026-09,1,2.1681
P00338,Commercial,Construction,South,2026-09,1,2.1681
P00339,Commercial,Construction,South,2026-09,1,2.1681
P00340,Commercial,Construction,South,2026-09,1,2.1681
P00341,Commercial,Construction,South,2026-09,1,2.1681
P00342,Commercial,Construction,South,2026-09,1,2.1681
P00343,Commercial,Construction,South,2026-09,1,2.1681
P00344,Commercial,Construction,South,2026-09,1,2.1681
P00345,Commercial,Construction,South,2026-09,1,2.1681
P00346,Commercial,Construction,South,2026-09,1,2.1681
P00347,Commercial,Construction,South,2026-09,1,2.1681
P00348,Commercial,Construction,South,2026-09,1,2.1681
P00349,Commercial,Construction,South,2026-09,1,2.1681
P00350,Commercial,Construction,South,2026-09,1,2.1681
P00351,Commercial,Construction,South,2026-09,1,2.1681
P00352,Commercial,Construction,South,2026-09,1,2.1681
P00353,Commercial,Construction,South,2026-09,1,2.1681
P00354,Commercial,Construction,South,2026-09,1,2.1681
P00355,Commercial,Construction,South,2026-09,1,2.1681
P00356,Commercial,Construction,South,2026-09,1,2.1681
P00357,Commercial,Construction,South,2026-09,1,2.1681
P00358,Commercial,Construction,South,2026-09,1,2.1681
P00359,Commercial,Construction,South,2026-09,1,2.1681
P00360,Commercial,Construction,South,2026-09,1,2.1681
P00361,Commercial,Construction,South,2026-09,1,2.1681
P00362,Commercial,Construction,South,2026-09,1,2.1681
P00363,Commercial,Construction,South,2026-09,1,2.1681
P00364,Commercial,Construction,South,2026-09,1,2.1681
P00365,Commercial,Construction,South,2026-09,1,2.1681
P00366,Commercial,Construction,South,2026-09,1,2.1681
P00367,Commercial,Construction,South,2026-09,1,2.1681
P00368,Commercial,Construction,South,2026-09,1,2.1681
P00369,Commercial,Construction,South,2026-09,1,2.1681
P00370,Commercial,Construction,South,2026-09,1,2.1681
P00371,Commercial,Construction,South,2026-09,1,2.1681
P00372,Commercial,Construction,South,2026-09,1,2.1681
P00373,Commercial,Construction,South,2026-09,1,2.1681
P00374,Commercial,Construction,South,2026-09,1,2.1681
P00375,Commercial,Construction,South,2026-09,1,2.1681
P00376,Commercial,Construction,South,2026-09,1,2.1681
P00377,Commercial,Construction,South,2026-09,1,2.1681
P00378,Commercial,Construction,South,2026-09,1,2.1681
P00379,Commercial,Construction,South,2026-09,1,2.1681
P00380,Commercial,Construction,South,2026-09,1,2.1681
P00381,Commercial,Construction,South,2026-09,1,2.1681
P00382,Commercial,Construction,South,2026-09,1,2.1681
P00383,Commercial,Construction,South,2026-09,1,2.1681
P00384,Commercial,Construction,South,2026-09,1,2.1681
P00385,Commercial,Construction,South,2026-09,1,2.1681
P00386,Commercial,Construction,South,2026-09,1,2.1681
P00387,Commercial,Construction,South,2026-09,1,2.1681
P00388,Commercial,Construction,South,2026-09,1,2.1681
P00389,Commercial,Construction,South,2026-09,1,2.1681
P00390,Commercial,Construction,South,2026-09,1,2.1681
P00391,Commercial,Construction,South,2026-09,1,2.1681
P00392,Commercial,Construction,South,2026-09,1,2.1681
P00393,Commercial,Construction,South,2026-09,1,2.1681
P00394,Commercial,Construction,South,2026-09,1,2.1681
P00395,Commercial,Construction,South,2026-09,1,2.1681
P00396,Commercial,Construction,South,2026-09,1,2.1681
P00397,Commercial,Construction,South,2026-09,1,2.1681
P00398,Commercial,Construction,South,2026-09,1,2.1681
P00399,Commercial,Construction,South,2026-09,1,2.1681
P00400,Commercial,Construction,South,2026-09,1,2.1681
P00401,Commercial,Construction,South,2026-09,1,2.1681
P00402,Commercial,Construction,South,2026-09,1,2.1681
P00403,Commercial,Construction,South,2026-09,1,2.1681
P00404,Commercial,Construction,South,2026-09,1,2.1681
P00405,Commercial,Construction,South,2026-09,1,2.1681
P00406,Commercial,Construction,South,2026-09,1,2.1681
P00407,Commercial,Construction,South,2026-09,1,2.1681
P00408,Commercial,Construction,South,2026-09,1,2.1681
P00409,Commercial,Construction,South,2026-09,1,2.1681
P00410,Commercial,Construction,South,2026-09,1,2.1681
P00411,Commercial,Construction,South,2026-09,1,2.1681
P00412,Commercial,Construction,South,2026-09,1,2.1681
P00413,Commercial,Construction,South,2026-09,1,2.1681
P00414,Commercial,Construction,South,2026-09,1,2.1681
P00415,Commercial,Construction,South,2026-09,1,2.1681
P00416,Commercial,Construction,South,2026-09,1,2.1681
P00417,Commercial,Construction,South,2026-09,1,2.1681
P00418,Commercial,Construction,South,2026-09,1,2.1681
P00419,Commercial,Construction,South,2026-09,1,2.1681
P00420,Commercial,Construction,South,2026-09,1,2.1681
P00421,Commercial,Construction,South,2026-09,1,2.1681
P00422,Commercial,Construction,South,2026-09,1,2.1681
P00423,Commercial,Construction,South,2026-09,1,2.1681
P00424,Commercial,Construction,South,2026-09,1,2.1681
P00425,Commercial,Construction,South,2026-09,1,2.1681
P00426,Commercial,Construction,South,2026-09,1,2.1681
P00427,Commercial,Construction,South,2026-09,1,2.1681
P00428,Commercial,Construction,South,2026-09,1,2.1681
P00429,Commercial,Construction,South,2026-09,1,2.1681
P00430,Commercial,Construction,South,2026-09,1,2.1681
P00431,Commercial,Construction,South,2026-09,1,2.1681
P00432,Commercial,Construction,South,2026-09,1,2.1681
P00433,Commercial,Construction,South,2026-09,1,2.1681
P00434,Commercial,Construction,South,2026-09,1,2.1681
P00435,Commercial,Construction,South,2026-09,1,2.1681
P00436,Commercial,Construction,South,2026-09,1,2.1681
P00437,Commercial,Construction,South,2026-09,1,2.1681
P00438,Commercial,Construction,South,2026-09,1,2.1681
P00439,Commercial,Construction,South,2026-09,1,2.1681
P00440,Commercial,Construction,South,2026-09,1,2.1681
P00441,Commercial,Construction,South,2026-09,1,2.1681
P00442,Commercial,Construction,South,2026-09,1,2.1681
P00443,Commercial,Construction,South,2026-09,1,2.1681
P00444,Commercial,Construction,South,2026-09,1,2.1681
P00445,Commercial,Construction,South,2026-09,1,2.1681
P00446,Commercial,Construction,South,2026-09,1,2.1681
P00447,Commercial,Construction,South,2026-09,1,2.1681
P00448,Commercial,Construction,South,2026-09,1,2.1681
P00449,Commercial,Construction,South,2026-09,1,2.1681
P00450,Commercial,Construction,South,2026-09,1,2.1681
P00451,Commercial,Construction,South,2026-09,1,2.1681
P00452,Commercial,Construction,South,2026-09,1,2.1681
P00453,Commercial,Construction,South,2026-09,1,2.1681
P00454,Commercial,Construction,South,2026-09,1,2.1681
P00455,Commercial,Construction,South,2026-09,1,2.1681
P00456,Commercial,Construction,South,2026-09,1,2.1681
P00457,Commercial,Construction,South,2026-09,1,2.1681
P00458,Commercial,Construction,South,2026-09,1,2.1681
P00459,Commercial,Construction,South,2026-09,1,2.1681
P00460,Commercial,Construction,South,2026-09,1,2.1681
P00461,Commercial,Construction,South,2026-09,1,2.1681
P00462,Commercial,Construction,South,2026-09,1,2.1681
P00463,Commercial,Construction,South,2026-09,1,2.1681
P00464,Commercial,Construction,South,2026-09,1,2.1681
P00465,Commercial,Construction,South,2026-09,1,2.1681
P00466,Commercial,Construction,South,2026-09,1,2.1681
P00467,Commercial,Construction,South,2026-09,1,2.1681
P00468,Commercial,Construction,South,2026-09,1,2.1681
P00469,Commercial,Construction,South,2026-09,1,2.1681
P00470,Commercial,Construction,South,2026-09,1,2.1681
P00471,Commercial,Construction,North,2026-09,1,1.0
P00472,Commercial,Construction,North,2026-09,1,1.0
P00473,Commercial,Construction,North,2026-09,1,1.0
P00474,Commercial,Construction,North,2026-09,1,1.0
P00475,Commercial,Construction,North,2026-09,1,1.0
P00476,Commercial,Construction,North,2026-09,1,1.0
P00477,Commercial,Construction,North,2026-09,1,1.0
P00478,Commercial,Construction,North,2026-09,1,1.0
P00479,Commercial,Construction,North,2026-09,1,1.0
P00480,Commercial,Construction,North,2026-09,1,1.0
P00481,Commercial,Construction,North,2026-09,1,1.0
P00482,Commercial,Construction,North,2026-09,1,1.0
P00483,Commercial,Construction,North,2026-09,1,1.0
P00484,Commercial,Construction,North,2026-09,1,1.0
P00485,Commercial,Construction,North,2026-09,1,1.0
P00486,Commercial,Construction,North,2026-09,1,1.0
P00487,Commercial,Construction,North,2026-09,1,1.0
P00488,Commercial,Construction,North,2026-09,1,1.0
P00489,Commercial,Construction,North,2026-09,1,1.0
P00490,Commercial,Construction,North,2026-09,1,1.0
P00491,Commercial,Construction,North,2026-09,1,1.0
P00492,Commercial,Construction,North,2026-09,1,1.0
P00493,Commercial,Construction,North,2026-09,1,1.0
P00494,Commercial,Construction,North,2026-09,1,1.0
P00495,Commercial,Construction,North,2026-09,1,1.0
P00496,Commercial,Construction,North,2026-09,1,1.0
P00497,Commercial,Construction,North,2026-09,1,1.0
P00498,Commercial,Construction,North,2026-09,1,1.0
P00499,Commercial,Construction,North,2026-09,1,1.0
P00500,Commercial,Construction,North,2026-09,1,1.0
P00501,Commercial,Construction,North,2026-09,1,1.0
P00502,Commercial,Construction,North,2026-09,1,1.0
P00503,Commercial,Construction,North,2026-09,1,1.0
P00504,Commercial,Construction,North,2026-09,1,1.0
P00505,Commercial,Construction,North,2026-09,1,1.0
P00506,Commercial,Construction,North,2026-09,1,1.0
P00507,Commercial,Construction,North,2026-09,1,1.0
P00508,Commercial,Construction,North,2026-09,1,1.0
P00509,Commercial,Construction,North,2026-09,1,1.0
P00510,Commercial,Construction,North,2026-09,1,1.0
P00511,Commercial,Construction,North,2026-09,1,1.0
P00512,Commercial,Construction,North,2026-09,1,1.0
P00513,Commercial,Construction,North,2026-09,1,1.0
P00514,Commercial,Construction,North,2026-09,1,1.0
P00515,Commercial,Construction,North,2026-09,1,1.0
P00516,Commercial,Construction,North,2026-09,1,1.0
P00517,Commercial,Construction,North,2026-09,1,1.0
P00518,Commercial,Construction,North,2026-09,1,1.0
