policy_id,product,segment,region,period,written_premium,earned_premium
P06120,Commercial,Construction,South,2026-08,43991,42710
P06121,Commercial,Construction,South,2026-08,39247,38104
P06122,Commercial,Construction,South,2026-08,16398,15920
P06123,Commercial,Construction,South,2026-08,59375,57646
P06124,Commercial,Construction,South,2026-08,19635,19063
P06125,Commercial,Construction,South,2026-08,35766,34724
P06126,Commercial,Construction,South,2026-08,35299,34271
P06127,Commercial,Construction,South,2026-08,28876,28035
P06128,Commercial,Construction,South,2026-08,36243,35187
P06129,Commercial,Construction,South,2026-08,49206,47773
P06130,Commercial,Construction,South,2026-08,30762,29866
P06131,Commercial,Construction,South,2026-08,22408,21755
P06132,Commercial,Construction,South,2026-08,64327,62453
P06133,Commercial,Construction,South,2026-08,70429,68378
P06134,Commercial,Construction,South,2026-08,39616,38462
P06135,Commercial,Construction,South,2026-08,31702,30779
P06136,Commercial,Construction,South,2026-08,14887,14453
P06137,Commercial,Construction,South,2026-08,14247,13832
P06138,Commercial,Construction,South,2026-08,35664,34625
P06139,Commercial,Construction,South,2026-08,67988,66008
P06140,Commercial,Construction,South,2026-08,55986,54355
P06141,Commercial,Construction,South,2026-08,33040,32078
P06142,Commercial,Construction,South,2026-08,70262,68216
P06143,Commercial,Construction,South,2026-08,37822,36720
P06144,Commercial,Construction,South,2026-08,28680,27845
P06145,Commercial,Construction,South,2026-08,37677,36580
P06146,Commercial,Construction,South,2026-08,24756,24035
P06147,Commercial,Construction,South,2026-08,65305,63403
P06148,Commercial,Construction,South,2026-08,33756,32773
P06149,Commercial,Construction,South,2026-08,51610,50107
P06150,Commercial,Construction,South,2026-08,35433,34401
P06151,Commercial,Construction,South,2026-08,66273,64343
P06152,Commercial,Construction,South,2026-08,50672,49196
P06153,Commercial,Construction,South,2026-08,41401,40195
P06154,Commercial,Construction,South,2026-08,19980,19398
P06155,Commercial,Construction,South,2026-08,66285,64354
P06156,Commercial,Construction,South,2026-08,44923,43615
P06157,Commercial,Construction,South,2026-08,29178,28328
P06158,Commercial,Construction,South,2026-08,64841,62952
P06159,Commercial,Construction,South,2026-08,15306,14860
P06160,Commercial,Construction,South,2026-08,30924,30023
P06161,Commercial,Construction,South,2026-08,44323,43032
P06162,Commercial,Construction,South,2026-08,32472,31526
P06163,Commercial,Construction,South,2026-08,40708,39522
P06164,Commercial,Construction,South,2026-08,27931,27117
P06165,Commercial,Construction,South,2026-08,19855,19277
P06166,Commercial,Construction,South,2026-08,14248,13833
P06167,Commercial,Construction,South,2026-08,21514,20887
P06168,Commercial,Construction,South,2026-08,69354,67334
P06169,Commercial,Construction,South,2026-08,46644,45285
P06170,Commercial,Construction,South,2026-08,41443,40236
P06171,Commercial,Construction,South,2026-08,35149,34125
P06172,Commercial,Construction,South,2026-08,54645,53053
P06173,Commercial,Construction,South,2026-08,20528,19930
P06174,Commercial,Construction,South,2026-08,28641,27807
P06175,Commercial,Construction,South,2026-08,51486,49986
P06176,Commercial,Construction,South,2026-08,40848,39658
P06177,Commercial,Construction,South,2026-08,58355,56655
P06178,Commercial,Construction,South,2026-08,65995,64073
P06179,Commercial,Construction,South,2026-08,61559,59766
P06180,Commercial,Construction,South,2026-08,23111,22438
P06181,Commercial,Construction,South,2026-08,17533,17022
P06182,Commercial,Construction,South,2026-08,22223,21576
P06183,Commercial,Construction,South,2026-08,59163,57440
P06184,Commercial,Construction,South,2026-08,67000,65049
P06185,Commercial,Construction,South,2026-08,67700,65728
P06186,Commercial,Construction,South,2026-08,29970,29097
P06187,Commercial,Construction,South,2026-08,62580,60757
P06188,Commercial,Construction,South,2026-08,44287,42997
P06189,Commercial,Construction,South,2026-08,61525,59733
P06190,Commercial,Construction,South,2026-08,45017,43706
P06191,Commercial,Construction,South,2026-08,20807,20201
P06192,Commercial,Construction,South,2026-08,16796,16307
P06193,Commercial,Construction,South,2026-08,69610,67583
P06194,Commercial,Construction,South,2026-08,37644,36548
P06195,Commercial,Construction,South,2026-08,33116,32151
P06196,Commercial,Construction,South,2026-08,33464,32489
P06197,Commercial,Construction,South,2026-08,34825,33811
P06198,Commercial,Construction,South,2026-08,68875,66869
P06199,Commercial,Construction,South,2026-08,15802,15342
P06200,Commercial,Construction,South,2026-08,19193,18634
P06201,Commercial,Construction,South,2026-08,59531,57797
P06202,Commercial,Construction,South,2026-08,45080,43767
P06203,Commercial,Construction,South,2026-08,19763,19187
P06204,Commercial,Construction,South,2026-08,14104,13693
P06205,Commercial,Construction,South,2026-08,25519,24776
P06206,Commercial,Construction,South,2026-08,27719,26912
P06207,Commercial,Construction,South,2026-08,12885,12510
P06208,Commercial,Construction,South,2026-08,25029,24300
P06209,Commercial,Construction,South,2026-08,56443,54799
P06210,Commercial,Construction,South,2026-08,63488,61639
P06211,Commercial,Construction,South,2026-08,66063,64139
P06212,Commercial,Construction,South,2026-08,35486,34452
P06213,Commercial,Construction,South,2026-08,31245,30335
P06214,Commercial,Construction,South,2026-08,72176,70074
P06215,Commercial,Construction,South,2026-08,58309,56611
P06216,Commercial,Construction,South,2026-08,44354,43062
P06217,Commercial,Construction,South,2026-08,27356,26559
P06218,Commercial,Construction,South,2026-08,31358,30445
P06219,Commercial,Construction,South,2026-08,43031,41778
P06220,Commercial,Construction,South,2026-08,44639,43339
P06221,Commercial,Construction,South,2026-08,12853,12479
P06222,Commercial,Construction,South,2026-08,69742,67711
P06223,Commercial,Construction,South,2026-08,46656,45297
P06224,Commercial,Construction,South,2026-08,47471,46088
P06225,Commercial,Construction,South,2026-08,24752,24031
P06226,Commercial,Construction,South,2026-08,58048,56357
P06227,Commercial,Construction,South,2026-08,56380,54738
P06228,Commercial,Construction,South,2026-08,17755,17238
P06229,Commercial,Construction,South,2026-08,47822,46429
P06230,Commercial,Construction,South,2026-08,51624,50120
P06231,Commercial,Construction,South,2026-08,62293,60479
P06232,Commercial,Construction,South,2026-08,24427,23716
P06233,Commercial,Construction,South,2026-08,64823,62935
P06234,Commercial,Construction,South,2026-08,39790,38631
P06235,Commercial,Construction,South,2026-08,17837,17317
P06236,Commercial,Construction,South,2026-08,18384,17849
P06237,Commercial,Construction,South,2026-08,23929,23232
P06238,Commercial,Construction,South,2026-08,29039,28193
P06239,Commercial,Construction,South,2026-08,41891,40671
P06240,Commercial,Construction,South,2026-08,57070,55408
P06241,Commercial,Construction,South,2026-08,23263,22585
P06242,Commercial,Construction,South,2026-08,71743,69653
P06243,Commercial,Construction,South,2026-08,21746,21113
P06244,Commercial,Construction,South,2026-08,48086,46685
P06245,Commercial,Construction,South,2026-08,67910,65932
P06246,Commercial,Construction,South,2026-08,62109,60300
P06247,Commercial,Construction,South,2026-08,51004,49518
P06248,Commercial,Construction,South,2026-08,55070,53466
P06249,Commercial,Construction,South,2026-08,20104,19518
P06250,Commercial,Construction,South,2026-08,12612,12245
P06251,Commercial,Construction,South,2026-08,38146,37035
P06252,Commercial,Construction,South,2026-08,17415,16908
P06253,Commercial,Construction,South,2026-08,33551,32574
P06254,Commercial,Construction,South,2026-08,25489,24747
P06255,Commercial,Construction,South,2026-08,67152,65196
P06256,Commercial,Construction,South,2026-08,64969,63077
P06257,Commercial,Construction,South,2026-08,61293,59508
P06258,Commercial,Construction,South,2026-08,54977,53376
P06259,Commercial,Construction,South,2026-08,21298,20678
P06260,Commercial,Construction,South,2026-08,14940,14505
P06261,Commercial,Construction,South,2026-08,51364,49868
P06262,Commercial,Construction,South,2026-08,50665,49189
P06263,Commercial,Construction,South,2026-08,34253,33255
P06264,Commercial,Construction,South,2026-08,40465,39286
P06265,Commercial,Construction,South,2026-08,41454,40247
P06266,Commercial,Construction,South,2026-08,26463,25692
P06267,Commercial,Construction,South,2026-08,30929,30028
P06268,Commercial,Construction,South,2026-08,37198,36115
P06269,Commercial,Construction,South,2026-08,48314,46907
P06270,Commercial,Construction,South,2026-08,69527,67502
P06271,Commercial,Construction,South,2026-08,44423,43129
P06272,Commercial,Construction,South,2026-08,56012,54381
P06273,Commercial,Construction,South,2026-08,60574,58810
P06274,Commercial,Construction,South,2026-08,18858,18309
P06275,Commercial,Construction,South,2026-08,51319,49824
P06276,Commercial,Construction,South,2026-08,41031,39836
P06277,Commercial,Construction,South,2026-08,46464,45111
P06278,Commercial,Construction,South,2026-08,14342,13924
P06279,Commercial,Construction,South,2026-08,66543,64605
P06280,Commercial,Construction,South,2026-08,69344,67324
P06281,Commercial,Construction,South,2026-08,12241,11884
P06282,Commercial,Construction,South,2026-08,24831,24108
P06283,Commercial,Construction,South,2026-08,22870,22204
P06284,Commercial,Construction,South,2026-08,59029,57310
P06285,Commercial,Construction,South,2026-08,48007,46609
P06286,Commercial,Construction,South,2026-08,22698,22037
P06287,Commercial,Construction,South,2026-08,60994,59217
P06288,Commercial,Construction,South,2026-08,33294,32324
P06289,Commercial,Construction,South,2026-08,39753,38595
P06290,Commercial,Construction,South,2026-08,35329,34300
P06291,Commercial,Construction,South,2026-08,43394,42130
P06292,Commercial,Construction,South,2026-08,40913,39721
P06293,Commercial,Construction,South,2026-08,28547,27716
P06294,Commercial,Construction,South,2026-08,37569,36475
P06295,Commercial,Construction,South,2026-08,66670,64728
P06296,Commercial,Construction,South,2026-08,42282,41050
P06297,Commercial,Construction,South,2026-08,67155,65199
P06298,Commercial,Construction,South,2026-08,45123,43809
P06299,Commercial,Construction,South,2026-08,58277,56580
P06300,Commercial,Construction,South,2026-08,29691,28826
P06301,Commercial,Construction,South,2026-08,59577,57842
P06302,Commercial,Construction,South,2026-08,27931,27117
P06303,Commercial,Construction,South,2026-08,13207,12822
P06304,Commercial,Construction,South,2026-08,21699,21067
P06305,Commercial,Construction,South,2026-08,13333,12945
P06306,Commercial,Construction,South,2026-08,69000,66990
P06307,Commercial,Construction,South,2026-08,72182,70080
P06308,Commercial,Construction,South,2026-08,57882,56196
P06309,Commercial,Construction,South,2026-08,18535,17995
P06310,Commercial,Construction,South,2026-08,66105,64180
P06311,Commercial,Construction,South,2026-08,56772,55118
P06312,Commercial,Construction,South,2026-08,32017,31084
P06313,Commercial,Construction,South,2026-08,42244,41014
P06314,Commercial,Construction,South,2026-08,51838,50328
P06315,Commercial,Construction,South,2026-08,13478,13085
P06316,Commercial,Construction,South,2026-08,42200,40971
P06317,Commercial,Construction,South,2026-08,56087,54453
P06318,Commercial,Construction,South,2026-08,23353,22673
P06319,Commercial,Construction,South,2026-08,38726,37598
P06320,Commercial,Construction,South,2026-08,44064,42781
P06321,Commercial,Construction,South,2026-08,56277,54638
P06322,Commercial,Construction,South,2026-08,70046,68006
P06323,Commercial,Construction,South,2026-08,63058,61221
P06324,Commercial,Construction,South,2026-08,49417,47978
P06325,Commercial,Construction,South,2026-08,47139,45766
P06326,Commercial,Construction,South,2026-08,48314,46907
P06327,Commercial,Construction,South,2026-08,44826,43520
P06328,Commercial,Construction,South,2026-08,15601,15147
P06329,Commercial,Construction,South,2026-08,54036,52462
P06330,Commercial,Construction,South,2026-08,55120,53515
P06331,Commercial,Construction,South,2026-08,42858,41610
P06332,Commercial,Construction,South,2026-08,64387,62512
P06333,Commercial,Construction,South,2026-08,52481,50952
P06334,Commercial,Construction,South,2026-08,33846,32860
P06335,Commercial,Construction,South,2026-08,13215,12830
P06336,Commercial,Construction,South,2026-08,15589,15135
P06337,Commercial,Construction,South,2026-08,33193,32226
P06338,Commercial,Construction,South,2026-08,39828,38668
P06339,Commercial,Construction,South,2026-08,22069,21426
P06340,Commercial,Construction,South,2026-08,23419,22737
P06341,Commercial,Construction,South,2026-08,25879,25125
P06342,Commercial,Construction,South,2026-08,58981,57263
P06343,Commercial,Construction,South,2026-08,58427,56725
P06344,Commercial,Construction,South,2026-08,35065,34044
P06345,Commercial,Construction,South,2026-08,22399,21747
P06346,Commercial,Construction,South,2026-08,18703,18158
P06347,Commercial,Construction,South,2026-08,17272,16769
P06348,Commercial,Construction,South,2026-08,35568,34532
P06349,Commercial,Construction,South,2026-08,14770,14340
P06350,Commercial,Construction,South,2026-08,32100,31165
P06351,Commercial,Construction,South,2026-08,69870,67835
P06352,Commercial,Construction,South,2026-08,42559,41319
P06353,Commercial,Construction,South,2026-08,61516,59724
P06354,Commercial,Construction,South,2026-08,19807,19230
P06355,Commercial,Construction,South,2026-08,28156,27336
P06356,Commercial,Construction,South,2026-08,68969,66960
P06357,Commercial,Construction,South,2026-08,35102,34080
P06358,Commercial,Construction,South,2026-08,51034,49548
P06359,Commercial,Construction,South,2026-08,70749,68688
P06360,Commercial,Construction,South,2026-08,45162,43847
P06361,Commercial,Construction,South,2026-08,30398,29513
P06362,Commercial,Construction,South,2026-08,44029,42747
P06363,Commercial,Construction,South,2026-08,15317,14871
P06364,Commercial,Construction,South,2026-08,18790,18243
P06365,Commercial,Construction,South,2026-08,12462,12099
P06366,Commercial,Construction,South,2026-08,65219,63319
P06367,Commercial,Construction,South,2026-08,52411,50884
P06368,Commercial,Construction,South,2026-08,29976,29103
P06369,Commercial,Construction,South,2026-08,25334,24596
P06370,Commercial,Construction,South,2026-08,53120,51573
P06371,Commercial,Construction,South,2026-08,67343,65382
P06372,Commercial,Construction,South,2026-08,30024,29150
P06373,Commercial,Construction,South,2026-08,31374,30460
P06374,Commercial,Construction,South,2026-08,63416,61569
P06375,Commercial,Construction,South,2026-08,65771,63855
P06376,Commercial,Construction,South,2026-08,67013,65061
P06377,Commercial,Construction,South,2026-08,29665,28801
P06378,Commercial,Construction,South,2026-08,19268,18707
P06379,Commercial,Construction,South,2026-08,38498,37377
P06380,Commercial,Construction,South,2026-08,29822,28953
P06381,Commercial,Construction,South,2026-08,65198,63299
P06382,Commercial,Construction,South,2026-08,14235,13820
P06383,Commercial,Construction,South,2026-08,50161,48700
P06384,Commercial,Construction,South,2026-08,66541,64603
P06385,Commercial,Construction,South,2026-08,70781,68719
P06386,Commercial,Construction,South,2026-08,51138,49649
P06387,Commercial,Construction,South,2026-08,69172,67157
P06388,Commercial,Construction,South,2026-08,16582,16099
P06389,Commercial,Construction,South,2026-08,33643,32663
P06390,Commercial,Construction,South,2026-08,12555,12189
P06391,Commercial,Construction,South,2026-08,71052,68983
P06392,Commercial,Construction,South,2026-08,66333,64401
P06393,Commercial,Construction,South,2026-08,13719,13319
P06394,Commercial,Construction,South,2026-08,13121,12739
P06395,Commercial,Construction,South,2026-08,34105,33112
P06396,Commercial,Construction,South,2026-08,27582,26779
P06397,Commercial,Construction,South,2026-08,62976,61142
P06398,Commercial,Construction,South,2026-08,21685,21053
P06399,Commercial,Construction,South,2026-08,59591,57855
P06400,Commercial,Construction,South,2026-08,45384,44062
P06401,Commercial,Construction,South,2026-08,34733,33721
P06402,Commercial,Construction,South,2026-08,20797,20191
P06403,Commercial,Construction,South,2026-08,72045,69947
P06404,Commercial,Construction,South,2026-08,49205,47772
P06405,Commercial,Construction,South,2026-08,38461,37341
P06406,Commercial,Construction,South,2026-08,34356,33355
P06407,Commercial,Construction,South,2026-08,66513,64576
P06408,Commercial,Construction,South,2026-08,61428,59639
P06409,Commercial,Construction,South,2026-08,60827,59055
P06410,Commercial,Construction,South,2026-08,49097,47667
P06411,Commercial,Construction,South,2026-08,65444,63538
P06412,Commercial,Construction,South,2026-08,30034,29159
P06413,Commercial,Construction,South,2026-08,54361,52778
P06414,Commercial,Construction,South,2026-08,36360,35301
P06415,Commercial,Construction,South,2026-08,48123,46721
P06416,Commercial,Construction,South,2026-08,72073,69974
P06417,Commercial,Construction,South,2026-08,71253,69178
P06418,Commercial,Construction,South,2026-08,42867,41618
P06419,Commercial,Construction,South,2026-08,46551,45195
P06420,Commercial,Construction,South,2026-08,66008,64085
P06421,Commercial,Construction,South,2026-08,71320,69243
P06422,Commercial,Construction,South,2026-08,58867,57152
P06423,Commercial,Construction,South,2026-08,15952,15487
P06424,Commercial,Construction,South,2026-08,31439,30523
P06425,Commercial,Construction,South,2026-08,65962,64041
P06426,Commercial,Construction,South,2026-08,58250,56553
P06427,Commercial,Construction,South,2026-08,56679,55028
P06428,Commercial,Construction,South,2026-08,52209,50688
P06429,Commercial,Construction,South,2026-08,37010,35932
P06430,Commercial,Construction,South,2026-08,36287,35230
P06431,Commercial,Construction,South,2026-08,60691,58923
P06432,Commercial,Construction,South,2026-08,29702,28837
P06433,Commercial,Construction,South,2026-08,53225,51675
P06434,Commercial,Construction,South,2026-08,55715,54092
P06435,Commercial,Construction,South,2026-08,62834,61004
P06436,Commercial,Construction,South,2026-08,31273,30362
P06437,Commercial,Construction,South,2026-08,56658,55008
P06438,Commercial,Construction,South,2026-08,18436,17899
P06439,Commercial,Construction,South,2026-08,20335,19743
P06440,Commercial,Construction,South,2026-08,37135,36053
P06441,Commercial,Construction,South,2026-08,15353,14906
P06442,Commercial,Construction,South,2026-08,69038,67027
P06443,Commercial,Construction,South,2026-08,66283,64352
P06444,Commercial,Construction,South,2026-08,14974,14538
P06445,Commercial,Construction,South,2026-08,62458,60639
P06446,Commercial,Construction,South,2026-08,42641,41399
P06447,Commercial,Construction,South,2026-08,54256,52676
P06448,Commercial,Construction,South,2026-08,65382,63478
P06449,Commercial,Construction,South,2026-08,46737,45376
P06450,Commercial,Construction,South,2026-08,19028,18474
P06451,Commercial,Construction,South,2026-08,12186,11831
P06452,Commercial,Construction,South,2026-08,41922,40701
P06453,Commercial,Construction,South,2026-08,69131,67117
P06454,Commercial,Construction,South,2026-08,46476,45122
P06455,Commercial,Construction,South,2026-08,34464,33460
P06456,Commercial,Construction,South,2026-08,13891,13486
P06457,Commercial,Construction,South,2026-08,67069,65116
P06458,Commercial,Construction,South,2026-08,31711,30787
P06459,Commercial,Construction,South,2026-08,54425,52840
P06460,Commercial,Construction,South,2026-08,53792,52225
P06461,Commercial,Construction,North,2026-08,13612,13216
P06462,Commercial,Construction,North,2026-08,7910,7680
P06463,Commercial,Construction,North,2026-08,17544,17033
P06464,Commercial,Construction,North,2026-08,15509,15057
P06465,Commercial,Construction,North,2026-08,26999,26213
P06466,Commercial,Construction,North,2026-08,30584,29693
P06467,Commercial,Construction,North,2026-08,12669,12300
P06468,Commercial,Construction,North,2026-08,21840,21204
P06469,Commercial,Construction,North,2026-08,7216,7006
P06470,Commercial,Construction,North,2026-08,12424,12062
P06471,Commercial,Construction,North,2026-08,28844,28004
P06472,Commercial,Construction,North,2026-08,29793,28925
P06473,Commercial,Construction,North,2026-08,29283,28430
P06474,Commercial,Construction,North,2026-08,10268,9969
P06475,Commercial,Construction,North,2026-08,22524,21868
P06476,Commercial,Construction,North,2026-08,18675,18131
P06477,Commercial,Construction,North,2026-08,35734,34693
P06478,Commercial,Construction,North,2026-08,25614,24868
P06479,Commercial,Construction,North,2026-08,34046,33054
P06480,Commercial,Construction,North,2026-08,10358,10056
P06481,Commercial,Construction,North,2026-08,19520,18951
P06482,Commercial,Construction,North,2026-08,29139,28290
P06483,Commercial,Construction,North,2026-08,17030,16534
P06484,Commercial,Construction,North,2026-08,24967,24240
P06485,Commercial,Construction,North,2026-08,21345,20723
P06486,Commercial,Construction,North,2026-08,35746,34705
P06487,Commercial,Construction,North,2026-08,11213,10886
P06488,Commercial,Construction,North,2026-08,34050,33058
P06489,Commercial,Construction,North,2026-08,18041,17516
P06490,Commercial,Construction,North,2026-08,20034,19450
P06491,Commercial,Construction,North,2026-08,21851,21215
P06492,Commercial,Construction,North,2026-08,13956,13550
P06493,Commercial,Construction,North,2026-08,34898,33882
P06494,Commercial,Construction,North,2026-08,33334,32363
P06495,Commercial,Construction,North,2026-08,35177,34152
P06496,Commercial,Construction,North,2026-08,35897,34851
P06497,Commercial,Construction,North,2026-08,26086,25326
P06498,Commercial,Construction,North,2026-08,19544,18975
P06499,Commercial,Construction,North,2026-08,31512,30594
P06500,Commercial,Construction,North,2026-08,6713,6517
P06501,Commercial,Construction,North,2026-08,31023,30119
P06502,Commercial,Construction,North,2026-08,20912,20303
P06503,Commercial,Construction,North,2026-08,26189,25426
P06504,Commercial,Construction,North,2026-08,17216,16715
P06505,Commercial,Construction,North,2026-08,17054,16557
P06506,Commercial,Construction,North,2026-08,6949,6747
P06507,Commercial,Construction,North,2026-08,18708,18163
P06508,Commercial,Construction,North,2026-08,18244,17713
P06509,Commercial,Construction,North,2026-08,12740,12369
P06510,Commercial,Construction,North,2026-08,13416,13025
P06511,Commercial,Construction,North,2026-08,23517,22832
P06512,Commercial,Construction,North,2026-08,15528,15076
P06513,Commercial,Construction,North,2026-08,30898,29998
P06514,Commercial,Construction,North,2026-08,9339,9067
P06515,Commercial,Construction,North,2026-08,23322,22643
P06516,Commercial,Construction,North,2026-08,10797,10483
P06517,Commercial,Construction,North,2026-08,21840,21204
P06518,Commercial,Construction,North,2026-08,22569,21912
P06519,Commercial,Construction,North,2026-08,25261,24525
P06520,Commercial,Construction,North,2026-08,18817,18269
P06521,Commercial,Construction,North,2026-08,21278,20658
P06522,Commercial,Construction,North,2026-08,11425,11092
P06523,Commercial,Construction,North,2026-08,19884,19305
P06524,Commercial,Construction,North,2026-08,17186,16685
P06525,Commercial,Construction,North,2026-08,25976,25219
P06526,Commercial,Construction,North,2026-08,19039,18484
P06527,Commercial,Construction,North,2026-08,29371,28516
P06528,Commercial,Construction,North,2026-08,18774,18227
P06529,Commercial,Construction,North,2026-08,13069,12688
P06530,Commercial,Construction,North,2026-08,14206,13792
P06531,Commercial,Construction,North,2026-08,7356,7142
P06532,Commercial,Construction,North,2026-08,22190,21544
P06533,Commercial,Construction,North,2026-08,30916,30016
P06534,Commercial,Construction,North,2026-08,29065,28218
P06535,Commercial,Construction,North,2026-08,19128,18571
P06536,Commercial,Construction,North,2026-08,11880,11534
